budget,area size,soil type,project type,strength,material,suppliers,environmental type,labor cost,duration (days),risk factor,energy rating,maintenance cost,permit cost,insurance cost,warranty period (years),site accessibility,design complexity
55095,2791,Peaty,Industrial,80.86512332068752,Composite,228,Mountain,20806,35,0.09633894127480347,C,17141,1444,11836,9,Difficult,Complex
483146,5967,Clay,Industrial,72.11005953026637,Wood,190,Mountain,17871,582,0.15753923264897995,E,12918,4717,5917,7,Difficult,Complex
402118,8796,Sandy,Residential,88.76618642507871,Wood,440,Mountain,47914,62,0.28981873720095797,C,7436,4163,1339,4,Easy,Simple
823629,1193,Chalky,Infrastructure,46.31551459991158,Composite,395,Suburban,8613,694,0.3433329739894857,C,6662,4663,10825,2,Moderate,Simple
924051,6286,Chalky,Residential,59.25950488879774,Composite,213,Mountain,16115,309,0.8891914859285596,B,8881,1599,7394,7,Easy,Simple
556298,5906,Loamy,Residential,76.48999353373722,Concrete,404,Suburban,40205,636,0.2267730864326003,D,13479,1434,8635,8,Moderate,Moderate
427339,3991,Clay,Residential,97.67394721293009,Steel,221,Urban,12398,135,0.12792332356259095,B,19184,2547,12296,7,Moderate,Simple
360067,3892,Sandy,Residential,99.06686315611262,Wood,324,Coastal,29223,550,0.8737498527711853,A,17111,4599,20528,4,Easy,Moderate
668250,2768,Loamy,Industrial,99.92578712304524,Concrete,162,Urban,30558,634,0.8826952840675614,C,18558,4321,14421,7,Moderate,Complex
402670,6132,Loamy,Residential,90.14738347583258,Concrete,298,Suburban,38751,667,0.785229432085453,D,1276,1981,19601,4,Difficult,Complex
119162,4283,Silty,Residential,67.56857372233702,Wood,425,Rural,13666,96,0.38134319724954957,E,4712,2109,5812,6,Easy,Complex
393071,9581,Loamy,Residential,10.627385571050748,Steel,249,Rural,35550,33,0.9128229477560101,E,10328,633,3444,6,Difficult,Simple
280170,6473,Loamy,Industrial,72.95893869499805,Composite,190,Coastal,27956,83,0.4393349466300154,E,4743,3178,16975,9,Difficult,Simple
337069,6469,Silty,Infrastructure,31.473956452324707,Wood,401,Mountain,24939,370,0.7915469786266217,D,16440,1319,7143,4,Moderate,Complex
603130,9481,Chalky,Industrial,15.145043257921937,Steel,12,Urban,17660,163,0.4349074099443341,E,4776,1223,3116,7,Difficult,Complex
305809,5148,Chalky,Industrial,72.74659860506225,Composite,68,Urban,10891,479,0.4818895343079781,E,5431,3095,16417,7,Moderate,Complex
281421,5439,Peaty,Industrial,78.0409834458574,Brick,41,Suburban,42457,74,0.860287184489594,C,637,988,1432,9,Moderate,Complex
183311,9350,Loamy,Infrastructure,69.34898081509746,Wood,398,Coastal,31086,254,0.0009421478831175278,E,9823,4874,18201,7,Difficult,Moderate
450880,8524,Clay,Residential,42.865280543463065,Wood,260,Mountain,31796,683,0.2739871746520217,D,17375,3073,13077,2,Easy,Complex
844440,8357,Chalky,Residential,55.9903711671211,Steel,126,Coastal,44426,200,0.6438735337918895,E,13169,4872,15118,6,Easy,Complex
811115,1518,Sandy,Infrastructure,94.14528642961727,Concrete,226,Rural,16740,479,0.9219319474319155,B,10154,2184,4891,8,Easy,Complex
666030,2453,Clay,Infrastructure,75.6649869379248,Concrete,210,Coastal,44696,396,0.012548224622858428,C,12257,1210,1999,9,Moderate,Moderate
230283,9882,Peaty,Commercial,55.42158101494023,Steel,333,Mountain,6362,340,0.4642985706967033,A,11389,2880,1574,2,Moderate,Complex
683249,4157,Loamy,Residential,63.4104236755965,Wood,330,Mountain,4928,706,0.5164959274373487,B,18466,3921,5569,8,Easy,Simple
458828,5346,Silty,Industrial,93.49152385117208,Wood,398,Urban,28117,233,0.9993971498675541,A,8757,2830,17001,5,Moderate,Moderate
709895,2796,Peaty,Industrial,45.44042700427097,Wood,265,Urban,13538,526,0.6971081198435846,D,4291,1320,4972,6,Moderate,Complex
350686,1274,Clay,Residential,19.165934393748124,Brick,171,Mountain,20223,301,0.1263411577592003,A,13754,4555,24360,1,Easy,Simple
326463,3311,Silty,Infrastructure,39.32436175327642,Concrete,404,Urban,1277,508,0.5553485950457091,A,1890,3898,11801,8,Difficult,Simple
255144,3682,Sandy,Commercial,47.36801932626578,Brick,1,Urban,5266,280,0.15400828657607735,E,14219,3538,19358,1,Moderate,Complex
888499,8367,Silty,Industrial,34.56674828744394,Wood,364,Urban,47258,100,0.7261245244677447,C,10172,3476,20654,1,Moderate,Simple
686999,4829,Silty,Commercial,57.60751647250453,Concrete,349,Mountain,35287,375,0.36338653256372855,A,5025,3581,1229,8,Moderate,Simple
205784,6667,Sandy,Industrial,37.437208763146955,Wood,209,Urban,29949,284,0.6609399532902148,D,3792,1157,5273,7,Difficult,Simple
944137,3597,Chalky,Industrial,19.286162684414435,Wood,241,Rural,11574,158,0.8945596083467487,D,15995,4881,15292,5,Easy,Moderate
786505,1904,Chalky,Residential,26.926166224544563,Steel,72,Mountain,43015,543,0.7916548486851543,D,14847,2121,19009,6,Moderate,Simple
962164,5601,Silty,Industrial,92.63404750808252,Concrete,273,Coastal,35233,380,0.7967533985669161,E,13941,4926,6561,1,Easy,Simple
341119,1869,Silty,Commercial,66.66360661907743,Wood,469,Suburban,34847,113,0.28055709901596626,B,14716,137,5864,4,Moderate,Moderate
173244,5997,Peaty,Commercial,38.28778414867453,Composite,89,Suburban,43723,386,0.5910459638812893,E,7482,2261,16507,4,Difficult,Complex
462413,7165,Chalky,Residential,43.02261212503959,Composite,20,Rural,16433,152,0.18769686434098054,E,5520,2205,3802,3,Easy,Complex
111158,2564,Sandy,Industrial,54.40448542681226,Wood,315,Mountain,45552,702,0.22100955544003176,A,10067,4700,3378,6,Difficult,Simple
986351,3265,Loamy,Commercial,70.58170302064346,Steel,473,Coastal,36262,336,0.7078346004723858,C,13639,2780,13831,5,Difficult,Moderate
808009,3317,Loamy,Infrastructure,62.3961900859393,Wood,469,Mountain,32525,190,0.4068688598206257,D,6381,3658,16372,6,Easy,Complex
873731,8291,Silty,Residential,93.94283121066474,Composite,141,Coastal,26837,544,0.8885507086852117,C,11402,3057,10371,8,Moderate,Complex
816608,1216,Silty,Infrastructure,66.31739439150786,Concrete,377,Coastal,33099,601,0.4871771947149759,B,13260,2863,1114,4,Moderate,Moderate
971890,4540,Loamy,Commercial,91.97127816444474,Steel,333,Mountain,34017,496,0.0689785113580943,C,7234,1844,1137,7,Moderate,Complex
73972,2211,Peaty,Infrastructure,10.488714324810882,Wood,175,Urban,1996,713,0.4147229732153027,C,11735,2032,7529,9,Easy,Moderate
916450,9917,Peaty,Residential,90.15035247297517,Composite,50,Suburban,13166,407,0.13396730377856947,B,16593,2957,13036,3,Moderate,Simple
493007,5867,Peaty,Infrastructure,74.931272916944,Concrete,94,Urban,49809,133,0.9944817873024965,B,6787,637,8291,7,Easy,Complex
444219,6761,Clay,Commercial,25.497410870087737,Composite,461,Suburban,43869,509,0.023779437293541483,D,7036,2580,1838,9,Difficult,Moderate
292140,508,Sandy,Infrastructure,33.6734217320546,Steel,168,Urban,26403,162,0.5617090054554025,D,14743,1274,3685,1,Moderate,Simple
635210,9289,Clay,Infrastructure,58.85289992474934,Brick,391,Mountain,45121,584,0.36441359451259536,B,682,1074,11976,4,Moderate,Moderate
883030,4618,Silty,Infrastructure,21.24443398154886,Wood,55,Mountain,17787,258,0.6068764849249878,B,4258,870,1966,8,Easy,Simple
570219,6586,Peaty,Industrial,80.68314422008412,Concrete,51,Coastal,44198,547,0.5390836906111274,E,6757,2018,15318,8,Difficult,Simple
658456,6883,Peaty,Commercial,81.2056479600184,Steel,490,Rural,5076,217,0.9180884115266041,D,12395,464,19936,3,Difficult,Complex
176782,4167,Loamy,Infrastructure,37.08540897895735,Steel,332,Mountain,4963,449,0.18246260698137373,D,19969,3852,8693,5,Difficult,Simple
133099,2746,Loamy,Commercial,16.283530447551637,Brick,386,Suburban,37220,403,0.11966998486314295,E,17446,331,18777,6,Moderate,Complex
568981,4126,Peaty,Infrastructure,98.9962713310217,Brick,270,Coastal,9046,489,0.8703604841369423,E,14283,2457,12793,1,Difficult,Moderate
963244,3322,Chalky,Residential,32.56559913198924,Wood,362,Suburban,8956,547,0.9317548739809938,D,10303,4639,3317,2,Difficult,Simple
118944,8783,Loamy,Residential,16.080278618561056,Wood,145,Urban,21606,130,0.3551155873484294,E,10787,4712,10578,3,Easy,Moderate
758943,1350,Sandy,Residential,39.69684634452002,Steel,77,Rural,39532,249,0.956298309449935,D,19433,2533,2874,7,Difficult,Complex
741862,1607,Clay,Infrastructure,97.21029359568638,Wood,129,Mountain,32096,167,0.34284772114750883,A,16557,2683,5500,2,Difficult,Complex
813806,799,Sandy,Commercial,81.36348514767954,Wood,375,Urban,44805,697,0.5843995323674489,D,19644,834,13061,5,Moderate,Moderate
257572,8602,Loamy,Residential,53.229977182912904,Brick,111,Coastal,13862,291,0.6667187596251559,E,9900,4408,4362,9,Moderate,Moderate
353615,5900,Peaty,Industrial,37.47973795531122,Steel,1,Suburban,9431,614,0.993941242382997,B,8333,3208,15431,1,Easy,Moderate
580201,1582,Silty,Residential,48.09754886927218,Composite,367,Rural,49803,309,0.17031822437913924,C,5762,2153,4634,8,Difficult,Complex
920115,8667,Chalky,Residential,11.562904740757794,Composite,26,Mountain,25101,593,0.29469606307061735,C,754,1355,14547,8,Easy,Simple
207097,3300,Loamy,Industrial,74.65334332972023,Concrete,116,Suburban,46334,111,0.5462008964658526,C,2155,2345,3873,8,Easy,Simple
840948,4451,Sandy,Residential,18.967984439665887,Brick,495,Mountain,45182,353,0.21466652764045024,C,6788,3385,21294,5,Difficult,Simple
622084,9467,Silty,Infrastructure,56.713381918687645,Concrete,174,Mountain,40481,458,0.5800287734857954,B,16987,606,3033,9,Easy,Complex
298213,7268,Loamy,Infrastructure,60.92605475763127,Steel,13,Suburban,42647,403,0.7781590073813289,C,16755,3528,3827,5,Moderate,Complex
914765,1952,Peaty,Residential,10.15207968720645,Composite,34,Mountain,31085,535,0.8792442327316726,A,14827,2859,18781,6,Moderate,Moderate
983737,2181,Peaty,Commercial,98.18907633796883,Composite,318,Coastal,42322,500,0.3362284080884961,E,18685,1482,16305,9,Moderate,Complex
94811,2803,Peaty,Commercial,37.192513391999796,Composite,232,Rural,38037,312,0.1725544261040861,D,8098,1120,7181,6,Difficult,Simple
200121,7657,Peaty,Residential,16.950182589290424,Concrete,73,Urban,38718,616,0.685711783666675,B,8290,4574,17770,6,Difficult,Simple
767180,2351,Loamy,Industrial,86.89497024335412,Wood,51,Rural,28790,176,0.6865293582519171,C,2480,4254,7829,2,Difficult,Simple
390172,2397,Chalky,Infrastructure,23.67573436462107,Concrete,211,Urban,3304,190,0.43789721952902405,C,12822,3130,9632,5,Difficult,Simple
573466,6325,Chalky,Infrastructure,12.245962260203967,Composite,215,Coastal,35915,298,0.5936121351334548,C,17787,419,20398,2,Difficult,Simple
829253,9306,Sandy,Infrastructure,54.52216116336075,Brick,41,Rural,19918,292,0.7985324887660785,E,12413,1578,24341,8,Difficult,Simple
979231,744,Loamy,Residential,21.692528721781606,Brick,311,Coastal,10563,189,0.7332371763085803,B,1722,3464,2553,4,Difficult,Simple
464151,9448,Peaty,Infrastructure,98.41807597184926,Concrete,412,Suburban,49841,586,0.6729156434362925,A,4949,1340,12838,3,Difficult,Moderate
551287,9515,Chalky,Residential,10.936988795126425,Concrete,94,Urban,19976,341,0.661868581425024,D,6455,3405,10003,9,Difficult,Moderate
465738,4307,Loamy,Residential,14.607760976976877,Steel,189,Suburban,37205,258,0.7242093972114272,A,7713,1823,6688,1,Moderate,Complex
310856,3279,Silty,Commercial,84.9955569759072,Concrete,135,Suburban,6271,331,0.6074850386441983,A,15957,1714,16078,1,Moderate,Complex
205623,2346,Chalky,Industrial,31.577652643422333,Concrete,206,Rural,40565,129,0.08448755938050923,C,12276,4618,16290,9,Easy,Complex
705532,7521,Chalky,Industrial,92.04370780455498,Composite,2,Mountain,31965,447,0.5828934762241272,B,15707,993,3365,5,Moderate,Simple
305866,9932,Sandy,Industrial,38.00233481274638,Wood,204,Mountain,9287,257,0.8896293081152677,C,3600,1699,2709,2,Easy,Complex
807057,973,Chalky,Infrastructure,16.280438622436517,Composite,491,Coastal,42298,220,0.037606967338007724,D,1552,3022,21241,7,Easy,Complex
208237,4631,Silty,Commercial,10.953261913738206,Wood,241,Rural,27053,99,0.3990500887382341,B,2563,4646,22369,2,Easy,Moderate
541147,2292,Peaty,Commercial,35.43105493514583,Composite,258,Suburban,18491,541,0.392920294171095,A,8151,2456,10556,8,Moderate,Simple
969113,2234,Clay,Residential,52.635751794630934,Composite,156,Coastal,25024,339,0.2540561338907571,C,19168,604,18294,5,Easy,Simple
970811,7715,Sandy,Commercial,10.09144998334629,Steel,54,Suburban,36155,330,0.5745189401658225,A,2540,2318,19166,1,Easy,Moderate
645274,7729,Silty,Residential,62.29964822895048,Wood,476,Coastal,49293,59,0.17062554549225728,D,19275,3734,18797,9,Moderate,Moderate
766942,5688,Sandy,Commercial,40.02954028072586,Composite,460,Urban,34418,108,0.9163480446443242,E,2948,4397,20003,5,Easy,Complex
293983,5781,Loamy,Residential,45.11381764261703,Composite,94,Coastal,23012,276,0.15564046623739014,D,12494,2481,23202,8,Easy,Complex
299360,6358,Peaty,Infrastructure,33.5269853378296,Wood,314,Coastal,29094,346,0.9650071321463723,B,5595,4928,3922,1,Difficult,Simple
849385,1444,Chalky,Commercial,57.614068489695654,Steel,431,Suburban,24199,250,0.011623931331186776,E,6305,2344,20025,3,Moderate,Complex
487697,2011,Loamy,Industrial,30.711035977132944,Wood,61,Mountain,18820,472,0.4879568565845188,A,12811,758,13959,8,Easy,Simple
463809,4581,Chalky,Residential,22.133987754082348,Steel,360,Suburban,16772,159,0.03621988351711558,E,5021,209,16778,1,Easy,Moderate
999579,6618,Silty,Commercial,90.15823738432404,Steel,168,Rural,36925,187,0.8771591217570517,C,5828,2979,22558,1,Difficult,Moderate
59522,1358,Peaty,Commercial,45.14994847274972,Brick,470,Suburban,38002,203,0.7987462813955156,A,11738,3394,11878,6,Difficult,Complex
240233,4060,Clay,Residential,16.923731519889262,Steel,274,Mountain,30104,97,0.22504353922124032,E,12325,3677,24897,6,Moderate,Complex
408102,8921,Clay,Commercial,30.72904791096983,Brick,398,Rural,26555,176,0.13800314866773666,D,4882,319,17246,2,Moderate,Simple
383393,8869,Chalky,Industrial,37.894865338073515,Concrete,25,Mountain,45136,497,0.2120206912472632,E,15768,973,21413,1,Easy,Simple
17485,3115,Loamy,Residential,79.26816784136867,Steel,394,Rural,15413,34,0.07832805611864291,B,6656,2338,6099,8,Easy,Complex
434671,2113,Peaty,Residential,12.002994507641425,Wood,356,Suburban,28354,614,0.23694093110310277,A,848,1763,13015,4,Easy,Simple
777344,3340,Peaty,Residential,53.04245396303029,Brick,48,Mountain,18087,241,0.06810857734294962,E,1492,1688,23249,4,Moderate,Complex
944271,2274,Silty,Residential,46.69232368210461,Concrete,432,Mountain,28001,598,0.8525181326434454,A,12446,199,2497,7,Moderate,Moderate
122701,4371,Loamy,Residential,97.1560361471432,Concrete,189,Urban,18595,476,0.8530559513463253,D,14457,2849,10259,9,Moderate,Moderate
955957,8773,Clay,Industrial,26.206751106695034,Steel,53,Urban,28331,593,0.5489860186546782,B,11009,2753,7531,5,Easy,Simple
217352,1345,Silty,Residential,66.5083671547347,Wood,241,Coastal,10606,398,0.9198879043976746,A,11155,2795,6013,3,Moderate,Complex
636926,9908,Sandy,Industrial,28.19771965834566,Steel,393,Urban,11077,88,0.35027748617958554,B,6066,3780,13431,4,Easy,Complex
194514,3760,Peaty,Industrial,59.35798487546569,Composite,395,Mountain,49388,345,0.17883206312978672,D,2300,613,21607,1,Easy,Complex
455093,3645,Clay,Industrial,59.955690926241026,Concrete,27,Coastal,9131,152,0.30431186890578776,A,8006,2301,2791,8,Difficult,Complex
808658,8302,Silty,Residential,16.7812056872607,Composite,59,Suburban,16150,621,0.12367329289394102,D,6966,4805,12831,7,Difficult,Moderate
627693,2763,Chalky,Industrial,51.08061647775086,Composite,186,Coastal,8459,408,0.822358405346475,D,9204,1337,21253,4,Moderate,Simple
819020,9136,Sandy,Residential,51.50404971639668,Brick,141,Rural,11382,625,0.7604193060584424,B,1632,1264,24105,3,Difficult,Complex
220048,8655,Silty,Industrial,38.72230067279319,Composite,449,Coastal,31502,132,0.18978824544144135,D,16487,1819,5644,9,Easy,Moderate
697069,1422,Chalky,Residential,34.944269831888896,Concrete,487,Urban,18445,702,0.5455155994769132,D,13143,2840,20729,7,Difficult,Complex
975292,7195,Clay,Commercial,30.18681767045844,Concrete,395,Suburban,25690,681,0.28063699804129394,E,19522,735,15482,1,Difficult,Simple
47019,4788,Clay,Commercial,10.534696468720277,Wood,57,Rural,42473,535,0.13114198409000455,A,6891,3977,11077,5,Easy,Simple
972452,6258,Sandy,Industrial,10.163465604007598,Steel,195,Coastal,28662,341,0.2453185006992482,D,15672,400,24816,2,Easy,Complex
271497,8631,Chalky,Infrastructure,63.080848971153486,Wood,450,Suburban,29243,692,0.59983606173492,C,17690,4689,19939,4,Easy,Simple
599421,3130,Peaty,Infrastructure,36.23175200266188,Wood,366,Urban,9502,433,0.6506721125040862,C,4184,1165,13190,1,Moderate,Complex
910876,8316,Clay,Commercial,25.10997902048804,Steel,106,Suburban,27365,590,0.18686040402957882,E,16036,2148,1108,7,Easy,Complex
731818,9859,Loamy,Industrial,71.62616849610697,Concrete,280,Suburban,30921,716,0.7738120447323218,D,11805,4379,11820,2,Easy,Moderate
389747,8056,Peaty,Industrial,57.6014112531501,Brick,468,Rural,18228,99,0.5749083404099982,E,2568,2666,17713,3,Easy,Simple
168598,6430,Peaty,Industrial,92.34624491931261,Composite,433,Mountain,37027,284,0.4292606770298242,C,4458,1829,17560,7,Easy,Simple
662873,7500,Silty,Infrastructure,84.79152433648028,Brick,168,Urban,21504,330,0.6462733032983154,A,18070,4778,12559,9,Easy,Complex
455414,4012,Silty,Commercial,75.40562719899704,Composite,335,Rural,9973,532,0.3332873103308419,D,17541,1386,8958,3,Easy,Simple
779460,6566,Clay,Industrial,21.392376146651298,Steel,246,Rural,41175,233,0.2638223536467791,E,14164,616,14661,8,Easy,Moderate
502750,9587,Peaty,Commercial,69.94798650628863,Steel,454,Rural,49885,192,0.9263109079694388,A,10361,1118,4069,4,Difficult,Complex
839827,4222,Silty,Commercial,72.45337986438668,Wood,340,Mountain,39280,405,0.8992010677955613,E,11309,534,13234,7,Easy,Moderate
427247,6148,Chalky,Residential,78.69993309772396,Steel,214,Mountain,30872,184,0.4752386192038176,A,12900,4707,3651,2,Moderate,Complex
478758,2560,Chalky,Infrastructure,33.68194513816683,Composite,2,Coastal,13661,493,0.6038880805186958,A,12999,675,12677,7,Easy,Simple
660102,3534,Chalky,Commercial,67.62677532973761,Brick,438,Coastal,18058,332,0.6569447883496002,E,14704,1174,4096,7,Difficult,Moderate
965205,2887,Chalky,Residential,65.64506124542858,Brick,399,Urban,10476,274,0.6556160741712628,C,19242,3159,13923,3,Easy,Complex
384743,7508,Peaty,Infrastructure,44.677904483034325,Brick,304,Urban,38099,317,0.5281584007993887,E,16927,4491,7373,9,Easy,Simple
35939,8531,Chalky,Industrial,69.7156282331927,Brick,354,Mountain,33612,58,0.31271968151849383,B,12682,3898,9801,4,Easy,Simple
976649,2299,Peaty,Industrial,17.802600518472843,Wood,182,Mountain,2485,228,0.889556351692163,D,6446,4866,10232,7,Easy,Moderate
947828,4907,Clay,Residential,67.91545190097895,Brick,302,Mountain,46712,82,0.561934533888884,C,14044,1462,16092,1,Easy,Complex
163939,3280,Clay,Industrial,64.54140257913997,Composite,441,Rural,27109,122,0.9072635270529512,C,18157,575,7769,6,Difficult,Simple
796635,1627,Chalky,Residential,28.956196652867902,Wood,183,Mountain,6370,469,0.8284050313763329,E,9156,3196,15870,4,Easy,Simple
944048,9030,Chalky,Residential,83.6392257567882,Wood,444,Rural,15901,246,0.6496346538044181,D,4496,604,17357,3,Moderate,Simple
943403,7865,Chalky,Industrial,88.6972600236433,Wood,95,Rural,7830,328,0.7105339210892356,B,12835,3332,5425,5,Moderate,Complex
825495,8111,Clay,Infrastructure,28.943555252829356,Steel,414,Urban,34502,641,0.9112367532082405,E,10665,362,24247,7,Difficult,Complex
625168,8035,Silty,Residential,16.836497581348315,Wood,156,Suburban,17048,141,0.6312992869287444,D,5484,885,17581,4,Easy,Moderate
538036,9864,Clay,Infrastructure,64.32179171873945,Composite,180,Coastal,41265,673,0.4683184863310932,E,14654,3739,11072,6,Moderate,Moderate
246094,3308,Chalky,Infrastructure,53.192577428496804,Brick,97,Coastal,4567,477,0.44225511851918864,D,7618,487,17176,4,Difficult,Complex
389413,4797,Silty,Residential,48.483480633585195,Steel,425,Urban,2020,120,0.979873062052081,C,3534,380,2296,9,Moderate,Complex
994133,5059,Silty,Infrastructure,78.49074970393275,Brick,369,Urban,13861,692,0.7516117538436762,E,4921,4092,12040,9,Difficult,Complex
877196,948,Sandy,Residential,97.26963755580236,Concrete,277,Mountain,11134,345,0.6712812064725838,B,10877,289,14343,4,Moderate,Complex
161956,5508,Peaty,Industrial,52.9897347438577,Steel,238,Mountain,7492,315,0.09605710151777258,D,14726,1841,22517,9,Easy,Simple
166255,5393,Chalky,Industrial,10.553957089729746,Composite,343,Mountain,7159,72,0.588031089972224,B,13486,2404,24299,9,Moderate,Moderate
474462,1293,Peaty,Industrial,63.66404210845403,Steel,298,Rural,33976,245,0.18888759645801556,B,10563,4530,12518,4,Difficult,Simple
904468,936,Sandy,Industrial,68.85692849168555,Wood,13,Rural,40978,292,0.3897811493260499,E,17980,2481,23744,6,Easy,Simple
684619,6512,Peaty,Industrial,84.52164753957938,Steel,301,Mountain,10165,116,0.557307342458687,D,10048,4700,9589,2,Easy,Complex
701319,6369,Chalky,Infrastructure,27.94662829865057,Wood,346,Rural,7827,147,0.007972168008588576,A,15763,1048,16882,6,Difficult,Moderate
912957,2120,Sandy,Infrastructure,57.18948701670379,Brick,182,Urban,35696,48,0.862286071668087,B,624,4963,5763,8,Difficult,Simple
436673,4808,Peaty,Infrastructure,50.24183503504289,Steel,403,Mountain,22318,81,0.4386948682316232,D,15622,4979,24111,1,Difficult,Complex
357823,1448,Clay,Commercial,69.79964150463677,Steel,155,Coastal,46005,535,0.6226856914028482,C,19883,1621,20613,8,Easy,Simple
135829,4444,Silty,Commercial,15.754875733284823,Composite,424,Coastal,44401,534,0.2019562964715279,B,14280,922,19747,2,Difficult,Complex
138216,9819,Sandy,Residential,89.56116385295724,Concrete,251,Rural,28262,163,0.7011432967986662,B,19244,101,2451,9,Moderate,Simple
929607,691,Clay,Commercial,56.00416638144505,Steel,391,Coastal,41242,240,0.3100664213195863,B,5412,4931,9101,7,Difficult,Complex
600189,1903,Chalky,Industrial,88.93409004729911,Brick,281,Mountain,30702,345,0.5161179093962085,C,14831,359,9185,5,Difficult,Moderate
777674,2490,Silty,Industrial,40.62134186768242,Wood,177,Coastal,26111,504,0.32324835265571505,C,8303,2440,16433,6,Moderate,Complex
185607,1604,Sandy,Industrial,68.81699931765647,Brick,360,Urban,25957,529,0.6445344705208025,E,8313,3291,20261,4,Difficult,Complex
419319,1048,Silty,Residential,96.10526343784699,Composite,420,Rural,44367,378,0.8503943100421882,A,11306,4343,1948,3,Difficult,Moderate
632334,6261,Loamy,Residential,94.90412716388016,Steel,71,Coastal,16657,147,0.6410804822717091,E,4345,501,1226,1,Difficult,Moderate
362156,9262,Loamy,Residential,94.96924792940953,Concrete,375,Rural,7906,681,0.17817737688960722,A,9924,3372,4337,7,Difficult,Moderate
612566,8403,Sandy,Residential,13.865215646523849,Concrete,84,Urban,47229,195,0.24964993633190247,B,7910,1825,18757,3,Moderate,Complex
284535,2284,Sandy,Infrastructure,46.27144008770705,Steel,408,Coastal,4062,170,0.5227422000108176,D,17937,3795,14803,1,Easy,Simple
112476,1304,Peaty,Residential,15.470313170298898,Concrete,189,Mountain,44170,537,0.2712975304888491,B,15717,2825,9353,8,Easy,Moderate
956405,9490,Silty,Residential,37.85293119475742,Brick,92,Suburban,7125,57,0.19546291271722638,C,5930,4061,18675,7,Difficult,Complex
392865,9302,Loamy,Commercial,25.712028558444604,Wood,369,Coastal,12379,34,0.04665737290099414,A,510,1994,15441,2,Difficult,Complex
631825,8017,Loamy,Infrastructure,65.8123681700706,Steel,69,Urban,26782,203,0.10415507378849254,B,11158,129,24754,9,Easy,Moderate
877591,7331,Silty,Industrial,80.26715361388567,Wood,308,Suburban,6250,184,0.5648181081358433,A,4454,4066,20638,9,Difficult,Complex
995418,7417,Loamy,Commercial,56.201226873706126,Concrete,164,Coastal,6993,439,0.19462696548257874,E,17996,1294,14472,1,Moderate,Complex
927472,4738,Clay,Residential,81.59257659680942,Composite,479,Rural,37806,91,0.4984119585158512,C,16736,2689,3848,8,Easy,Simple
191429,3760,Loamy,Industrial,11.153196694560808,Wood,179,Urban,25850,225,0.6418452283103764,C,17531,1844,4469,3,Easy,Moderate
227980,4867,Loamy,Industrial,83.84287281932761,Composite,33,Coastal,47588,613,0.250138825978256,D,7629,3919,2409,4,Easy,Moderate
513551,6151,Chalky,Industrial,26.052420221992588,Brick,53,Urban,45973,119,0.9495350807369176,B,19801,511,21738,5,Difficult,Complex
965941,3871,Clay,Commercial,51.484231126429655,Composite,216,Mountain,37167,638,0.2566781062169009,C,15986,1660,1051,3,Difficult,Simple
831935,2593,Peaty,Infrastructure,49.832705431285156,Wood,202,Suburban,24254,669,0.16210080572765062,D,6280,4803,7635,4,Moderate,Simple
496675,4501,Sandy,Infrastructure,88.58399762483621,Wood,38,Suburban,8059,425,0.4568757457467222,C,13955,3419,4729,2,Easy,Moderate
85403,7056,Loamy,Industrial,96.93812325555709,Steel,428,Mountain,4872,490,0.4421592362849315,E,7329,1199,19978,1,Easy,Complex
968762,8310,Peaty,Residential,32.960886988377894,Composite,497,Suburban,42349,498,0.8583647575189187,B,9623,3538,5596,3,Difficult,Simple
961228,5054,Peaty,Infrastructure,16.06718553338809,Brick,261,Suburban,9462,209,0.04735300174450907,B,8829,290,19371,7,Easy,Moderate
598574,3017,Clay,Infrastructure,68.54696042093619,Steel,374,Mountain,46124,694,0.2724461461375779,A,16309,1990,10735,8,Difficult,Simple
346986,9197,Sandy,Residential,55.255652807788756,Steel,31,Rural,4021,68,0.8790684199168541,D,12244,4418,23214,1,Easy,Simple
114927,6305,Chalky,Commercial,60.9134627719625,Brick,393,Suburban,1456,176,0.7587388300738152,E,1358,4821,16513,3,Difficult,Complex
811340,1596,Peaty,Commercial,14.164319149299988,Steel,288,Rural,42305,612,0.0038889086112569027,A,8380,3237,4594,6,Difficult,Simple
495833,9736,Chalky,Residential,79.77788394561513,Brick,425,Urban,45511,494,0.5278984139433888,E,6397,1185,11296,9,Difficult,Moderate
453842,7561,Sandy,Commercial,30.91180735785679,Concrete,5,Urban,37095,106,0.24474444020287378,A,7605,1864,19161,4,Moderate,Moderate
309372,2704,Sandy,Industrial,40.14431028201494,Steel,179,Suburban,23302,485,0.9882723106313559,A,18110,3552,2348,7,Moderate,Complex
33386,4402,Clay,Infrastructure,30.551834129443648,Wood,54,Urban,37224,458,0.9835653743154799,B,9694,3338,24010,2,Moderate,Complex
187826,1852,Silty,Commercial,95.13501045328466,Concrete,219,Mountain,39034,159,0.9273580479078091,E,4185,1999,16569,2,Easy,Complex
514158,2096,Loamy,Industrial,25.184963488652663,Steel,284,Suburban,31034,352,0.009976909984404703,D,10515,3049,10357,7,Moderate,Complex
300446,9267,Clay,Industrial,75.90871036163526,Brick,427,Mountain,32920,458,0.9049492740678925,D,13016,4791,23604,7,Easy,Simple
332959,7480,Chalky,Industrial,32.117256454468304,Concrete,268,Rural,6201,695,0.32667881983925906,A,8931,1069,22717,3,Moderate,Complex
